station,riviere,b,f,DMEAN,CA_RHT,S_RHT,FR50,DMEAN_H50,L50_H50,Perm.,Ero.,x,y,Source,Q50,ID_RHT,ID_TGH,Q1,Q2,L1,L2,H1,H2,S_CARHYCE,DMEAN/H50,Lqb/Hqb,Ratio L,%RIFFLES,H50/sd profil,W_CARHYCE,Tclasse,sd profil,W50/WQb,Wspe,PatternAerial,Pattern_RMC
Souloise_2,Souloise,0.110637643,0.172847626,0.188392187,81,31.2,0.43878092,0.617203254,23.09846462,2.796423745,4.366770372,883063.0247,1976055.145,ESTIMHAB,1.634,12593,G236,0.11,0.4,4.95,5.71,0.16,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Ignon_1,Ignon,0.099400378,0.078472405,0.055077868,348,2.6,0.072265167,0.105100358,26.86769867,3.864489788,4.76949936,806437.9733,2283330.196,ESTIMHAB,1.209,1666,L866,0.521,1.59,13.13,14.67,0.5213,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Norges_1,Norges,0.079840188,0.299396955,0.11769261,123,2.2,0.137733331,0.279691622,14.97462679,3.482285172,4.510901433,813546,2267458,ESTIMHAB,0.742,2160,L492,0.106,0.773,5.41,6.34,0.235,0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Tille_1,Tille,0.055922341,0.137963958,0.064357913,858,1.9,0.126661101,0.084388293,18.15375904,3.842304414,4.650291991,815759.6925,2270664.95,ESTIMHAB,3.658,1987,L512,0.227,2.33,11.36,12.94,0.483,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Tille_2,Tille,0.080824433,0.195509153,0.017589389,906,1.5,0.272000006,0.031987463,22.2855232,3.769281087,4.509004974,818203.2214,2255515,ESTIMHAB,4.257,2406,L283,0.282,3.02,9.61,11.64,0.312,0.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Tille_3,Tille,0.048010192,0.514650371,0.013493481,1271,1.3,0.17951141,0.017481881,25.55357632,3.460364516,4.125227775,825639.5012,2245514.949,ESTIMHAB,7.52,2907,L197,0.713,7.46,17.6,19.7,0.23,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Tille_4,Tille,0.036626938,0.163927174,0.03551049,217,4.7,0.108044321,0.062772728,15.38333395,3.974904173,4.8997565,807841.8708,2290276.299,ESTIMHAB,1.253,1396,L848,0.153,0.899,7.76,8.28,0.383,0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Elle_2,Elle,0.02547288,0.523196178,0.29,153,10.4,0.258496043,0.874527831,32.47617908,1.297524901,4.404950199,166849.0313,2353652.569,ESTIMHAB,1.665,205380,,0.387,0.84,9.53,9.72,0.18,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Im_1,Im,0.029647555,0.932285629,0.05,119,0,0.08457264,0.065239837,9.815765349,1.008835934,4.982328132,160179.0148,2356671.152,ESTIMHAB,1.337,205356,,0.215,0.499,6.33,6.49,0.26,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Lavezon_1,Lavezon,0.076336682,0.349116879,0.195650275,29,17,0.127221697,0.803633731,19.99422022,1.348379226,3.698326943,785936.6354,1961048.365,ESTIMHAB,0.233,13278,,0.06,0.29,4.46,5.03,0.15,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Ozon_1,Ozon,0.09198443,0.489432799,0.498381427,19,11.5,0.148732632,2.835882588,20.39296318,1,3.000267165,788803.2209,1968556.7,ESTIMHAB,0.123,12793,,0.05,0.09,3.24,3.42,0.12,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Payre_1,Payre,0.131386217,0.250028305,0.178059357,33,16.6,0.118664933,0.8825096,31.78216253,1.352923077,3.703384615,785903.2201,1970340.19,ESTIMHAB,0.216,12882,,0.05,0.41,5.15,6.79,0.13,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Payre_2,Payre,0.226899692,0.266963427,0.291939645,62,6.8,0.085188167,0.77973419,17.65230173,1.360506804,3.521714332,787245.405,1970707.134,ESTIMHAB,0.404,12829,,0.12,0.79,5.51,8.45,0.26,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Payre_3,Payre,0.049553924,0.316269962,0.10934967,92,11.6,0.166789466,0.492615281,49.72103926,1.284412773,3.327819232,790611.6986,1973023.428,ESTIMHAB,0.603,12738,,0.13,1.3,8.77,9.83,0.14,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Rieutord_1,Rieutord,0.09807359,0.315464877,0.20527423,16,26.4,0.149277421,1.319028936,28.65372375,1.081042199,3.162404092,786703.2201,1961927.982,ESTIMHAB,0.128,13070,,0.01,0.09,3.41,4.23,0.07,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Veronne_1,Veronne,0.057075887,0.238735678,0.156766628,19,43.1,0.077622584,0.799051627,29.67464764,1.539275324,3.467865644,785443.1177,1970575.053,ESTIMHAB,0.123,12869,,0.04,0.32,4.92,5.54,0.14,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Yzeron_1,Yzeron,0.06700691,0.203864335,0.077171156,149,3.2,0.061004215,0.305910157,27.99941685,1.153105284,4.303400093,791100.5385,2083064.949,ESTIMHAB,0.171,8308,J1272,0.0303,0.45,5.45,6.53,0.15,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Yzeron_2,Yzeron,0.140992391,0.515442124,0.051454545,60,12.6,0.087103959,0.288070367,24.46567607,1.026814609,4.946370781,787120.1425,2085264.949,ESTIMHAB,0.09,8191,J1270,0.04,0.187,3.87,4.81,0.14,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Yzeron_3,Yzeron,0.114220535,0.180209147,0.071052048,36,14.9,0.083457707,0.374896318,18.10369412,1,5,781982.25,2083214.948,ESTIMHAB,0.074,8244,,0.027,0.147,2.95,3.58,0.14,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Ratier_1,Le Ratier,0.176880299,0.127079804,0.025009276,32,14.5,0.063501867,0.169234611,26.35128797,1.186831009,4.626337982,788153.2205,2087114.948,ESTIMHAB,0.044,8130,J1282,0.022,0.074,3.51,4.35,0.12,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Charbonnieres_1,Le Charbonnieres,0.118635962,0.32912359,0.043393688,63,3.1,0.117186439,0.304566113,30.934631,1.129996723,4.740006553,788595.2848,2086622.886,ESTIMHAB,0.087,8131,J1273,0.041,0.128,4.08,4.67,0.11,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Rhome_1,Rhôme,0.098600392,0.331779139,0.064,24,6,0.063856755,0.166504453,16.86676617,1.421063608,4.161001043,936777.9858,2308540.184,ESTIMHAB,0.309,747,,0.064,0.308,5.55,6.48,0.228,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Rosemontoise_1,Rosemontoise,0.073537141,0.268600674,0.105,49,5.7,0.099182188,0.24340974,17.541942,1.297141055,4.408555812,938503.2208,2306539.144,ESTIMHAB,0.666,793,,0.103,0.396,6.34,7,0.257,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Savoureuse_1,Savoureuse,0.013568649,0.359431893,0.097,157,2.8,0.171950273,0.197871383,25.95542117,1.624686907,4.208563999,940453.2199,2298866.9,ESTIMHAB,2.352,920,E6347,0.449,1.556,11.76,11.96,0.277,0.433,NA,NA,NA,0.979587235,NA,NA,NA,NA,NA,0.979587235,21578.22692,0,0
Savoureuse_2,Savoureuse,0.05672056,0.294332015,0.184,157,2.8,0.175017038,0.388256383,27.75073164,1.624686907,4.208563999,940003.221,2301641.109,ESTIMHAB,2.352,920,E6484,0.365,1.394,11.27,12.16,0.273,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Savoureuse_3,Savoureuse,0.129730393,0.391707188,0.161,39,10.9,0.077009029,0.414092202,22.9600215,1.108264619,4.784100208,937020.1546,2313548.014,ESTIMHAB,0.522,601,,0.185,0.423,7.77,8.65,0.264,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Savoureuse_4,Savoureuse,0.144545174,0.077273762,0.131,18,49.1,0.12919372,0.596569289,26.35816223,1.037168142,4.925391423,936253.2204,2317023.34,ESTIMHAB,0.241,466,,0.08,0.198,4.93,5.62,0.193,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Savoureuse_6,Savoureuse,0.010016804,0.16569098,0.13,137,4.4,0.110057011,0.232585958,23.59944189,1.409451264,4.304910127,938922.5863,2305245.583,ESTIMHAB,1.9,875,E6751,0.142,0.806,11.4,11.6,0.324,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Savoureuse_7,Savoureuse,0.056082563,0.503066098,0.041,237,1.6,0.084135257,0.042476707,17.76875908,2.079867348,4.126773738,939753.2196,2291235.71,ESTIMHAB,4.286,1349,E5844,1.17,2.2,14.98,15.52,0.575,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Verbote_1,Verbote,0.036449182,0.212989621,0.047,15,0,0.198596228,0.265202605,22.25078873,1.638261755,3.726531998,936536.8046,2307214.948,ESTIMHAB,0.183,831,,0.008,0.096,3.27,3.58,0.086,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Lez_10,Lez,0.176921718,0.324212067,0.375847363,142,3.6,0.062417075,0.905756528,31.45186278,2.401840491,3.40957273,725562.7176,1849474.445,ESTIMHAB,0.682,20334,C1212,0.37,0.71,11.7,13.13,0.34,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Mosson_2,Mosson,0.124894103,0.872713919,0.069791796,184,2.7,0.180603687,0.252947119,28.20479647,3.041059015,4.046246582,719831.486,1846586.685,ESTIMHAB,0.638,20545,C1144,0.047,0.104,5.37,5.93,0.08,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Gartempe_1,Gartempe,0.095863052,0.284382971,0.076,580,8.7,0.078471084,0.05557744,11.49704988,1,5,530029.8601,2124040.75,ESTIMHAB,6.179,228818,,4,11,14.73,16.23,1.2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Semme_1,Semme,0.087546156,0.384368745,0.076,177,4.4,0.08140337,0.120958359,15.45403618,1,5,507734.8226,2128540.75,ESTIMHAB,1.233,228506,,1,3,9.41,10.36,0.59,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Yerre_1,Yerre,0.069848896,0.401318891,0.04,299,3.4,0.094549687,0.086215499,25.49566869,3.718552615,3.001094995,519521.0021,2337412.721,ESTIMHAB,1.107,207462,,1,2.5,11.65,12.42,0.45,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Indre_1,Indre,0.156993461,0.463009577,0.05,1729,0.7,0.100666474,0.046942089,23.46550831,2.679960638,3.664776793,508037.3777,2224802.404,ESTIMHAB,8.663,218692,,7.5,17.5,24.46,27.94,1.02,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Avenelles_1,Avenelles,0.133318918,0.326757908,0.117,47,9.3,0.089317974,0.28252664,9.425480025,3.958737997,4.958737997,657979.2,2426314.75,ESTIMHAB,0.291,310079,,0.2,2.2,3.69,5.08,0.37,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Orgeval_1,Orgeval,0.079406406,0.253557053,0.104,107,4,0.055014289,0.155696846,10.4561439,3.962463067,4.962463067,656981.0995,2425603.85,ESTIMHAB,0.657,310325,,0.6,1.5,6.89,7.41,0.65,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Goudesche_1,Goudesche,0.03951209,0.187921729,0.076,12,17.6,0.057703942,0.190902951,15.0496548,1.786877828,3.426244344,715867.25,1927747.25,ESTIMHAB,0.272,112067,,0.3,1.9,6.08,6.54,0.41,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Tet_1,Têt,0.11856397,0.286526048,0.31,56,29.5,0.21623792,0.969631772,18.72623526,1.262262353,3.782703389,581439.8646,1723414.949,ESTIMHAB,0.733,25152,,0.1041,0.2449,4.59,5.08,0.18,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Tet_2,Têt,0.088787625,0.357832251,0.25,152,45.2,0.403890081,0.689687384,18.4365375,1.144807755,4.453266321,590264.4993,1724276.227,ESTIMHAB,1.845,25392,I749,0.1661,0.2998,4.83,5.09,0.17,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Tet_4,Têt,0.107588558,0.300673486,0.25,678,11.6,0.365096114,0.465598618,25.38694455,1.41993234,4.151468938,606481.474,1735314.95,ESTIMHAB,6.133,24985,I1285,2.93,6.25,12.6,13.67,0.43,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Tet_5,Têt,0.049510402,0.370766553,0.18,1017,5.6,0.176534756,0.308138683,52.23118479,1.489173704,4.033777865,624077.7915,1742289.519,ESTIMHAB,7.532,24766,I1511,2.1641,6.9415,28.45,30.14,0.37,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Tet_6,Têt,0.122006067,0.436250583,0.11,1309,2.2,0.094999788,0.142613773,44.9809221,1.670358884,3.685202906,645368.4409,1744514.949,ESTIMHAB,6.993,24698,I1596,3.1527,8.5734,31.66,35.77,0.53,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Cabrils_1,Cabrils,0.166192899,0.187788117,0.22,118,5.1,0.392386717,0.931184333,26.75152243,1.649392263,3.701215474,594203.2212,1727714.949,ESTIMHAB,0.892,25278,I931,0.4616,0.9399,5.66,6.37,0.21,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Castellane_1,Castelanne,0.090096154,0.190246286,0.15,91,30.1,0.218117422,0.695304822,38.19127878,1.383098824,4.233802352,607097.5654,1736564.949,ESTIMHAB,0.564,24977,,0.602,0.9511,8.32,8.67,0.22,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Rotja_1,Rotja,0.125614936,0.266266283,0.18,73,42.8,0.20497081,0.667508877,23.80184614,1.158524392,4.761110153,602503.2205,1727708,ESTIMHAB,0.577,25151,,0.222,0.654,5.71,6.54,0.21,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Cady_1,Cady,0.184163745,0.252033807,0.49,35,95,0.125239322,1.860957639,20.8530121,1.064669,4.902960047,604453.2196,1725352.56,ESTIMHAB,0.291,25222,,0.16,0.9,5.02,6.9,0.22,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Caillan_1,Caillan,0.091022917,0.221918045,0.24,68,29,0.209457359,0.790584711,14.19952896,1.994444036,3.012804474,605609.7578,1734164.949,ESTIMHAB,0.473,25049,I1259,0.2824,5.8797,3.99,5.26,0.26,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Garon_1,Garon,0.094292513,0.274391424,0.059575989,84,5.7,0.14521486,0.252159227,24.63411874,1.002278587,4.995442825,787551.6087,2079116.56,ESTIMHAB,0.304,8417,,0.067,1.06,4.64,6.02,0.15,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Garon_2,Garon,0.120440055,0.280489232,0.084709023,57,12,0.139734715,0.352933581,15.30140323,1,5,781355.4247,2078314.948,ESTIMHAB,0.189,8380,,0.049,0.58,3,4.04,0.16,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Morntet_1,Morntet,0.10764021,0.312166081,0.032039869,41,9.4,0.161854978,0.17144535,19.33697767,1,5,783801.5853,2069816.586,ESTIMHAB,0.148,8793,J1154,0.013,0.343,2.51,3.57,0.09,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Lauzon_1,Lauzon,0.126371791,0.126246759,0.023833005,48,7.3,0.208689018,0.111290537,16.50820917,1.827566076,2.695202208,793999.9634,1925011.693,ESTIMHAB,0.229,15138,,0.006,0.07,2.17,2.96,0.11,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Berre_1,Berre,0.092362447,0.241762894,0.041286069,84,5.7,0.202271169,0.149057183,18.56942941,1.846174666,3.49145916,796884.22,1938064.949,ESTIMHAB,0.475,14501,,0.026,0.189,3.73,4.48,0.13,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Roubine_1,Roubine,0.109038035,0.607876068,0.015920712,25,5.9,0.188431212,0.102589678,21.07403113,1.847606273,3.124122988,792292.1653,1929614.948,ESTIMHAB,0.118,14954,,0.006,0.013,2.16,2.35,0.05,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Loup_1,Loup,0.153554424,0.515361125,0.322823208,78,36.1,0.199630271,1.196521056,28.46709534,3.07435864,4.171181143,971510.8824,1876164.95,ESTIMHAB,0.673,18575,D2115,0.179,0.595,6.27,7.54,0.14,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Loup_2,Loup,0.076399448,0.333285031,0.291186973,131,49.4,0.186398022,1.024357283,44.21073941,2.865784756,4.06819058,975253.2209,1872367.466,ESTIMHAB,1.112,18845,D2074,0.633,1.8,11.55,12.51,0.24,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Loup_3,Loup,0.084393802,0.262728939,0.144745413,252,3,0.176127927,0.38057012,38.48504005,2.765039468,4.01195316,982118.6883,1865299.481,ESTIMHAB,1.894,19373,D1970,0.849,2.24,13.83,15.01,0.31,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Ay_1,Ay,0.096451667,0.252605312,0.213431794,107,13.7,0.125129838,0.716615327,24.29813732,1,5,787624.9001,2021586.629,ESTIMHAB,0.461,10693,J358,0.047,1.863,5.14,7.33,0.15,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Ay_2,Ay,0.089998493,0.197053812,0.474138355,58,14.5,0.051467755,1.449526833,18.24759795,1,5,780363.8014,2020014.948,ESTIMHAB,0.18,10785,J341,0.035,0.599,4.67,6.03,0.2,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
deome_1,Deôme,0.072397496,0.148598584,0.08,39,22.6,0.140344421,0.444245516,24.63141014,1,5,773703.2206,2034314.948,ESTIMHAB,0.149,10277,J540,0.123,0.26,4.31,4.55,0.17,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
deome_2,Deôme,0.176040201,0.299969862,0.1,114,10.7,0.239686471,0.422609724,25.28489959,1,4.982355337,779740.3761,2034877.793,ESTIMHAB,0.517,10267,J565,0.208,1.569,5.22,7.45,0.18,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
deume_1,Deume,0.232874073,0.221586256,0.16,187,15.8,0.110460653,0.355283627,23.50950798,1,4.829826868,783944.9913,2030564.95,ESTIMHAB,1.107,10427,J477,0.393,1.188,8.27,10.7,0.36,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Cance_1,Cance,0.114969798,0.335014991,0.1,55,20.1,0.138633412,0.485260139,28.79063016,1,5,776331.4311,2026793.16,ESTIMHAB,0.241,10585,J392,0.127,0.692,5.39,6.55,0.17,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Cance_2,Cance,0.132044553,0.26291166,0.31,126,15.3,0.106809878,0.690496178,14.65247637,1,5,782053.2197,2029387.982,ESTIMHAB,0.662,10499,J460,0.173,1.507,5.38,7.16,0.3,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Cance_3,Cance,0.188115427,0.432991033,0.21,356,6.3,0.134563513,0.395982039,25.34696593,1,4.911259031,786332.59,2025964.949,ESTIMHAB,2.188,10645,J427,0.757,1.57,11.15,12.79,0.35,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Limony_1,Limony,0.172998744,0.255264221,0.14,48,14.9,0.081197866,0.594454268,16.79943817,1.013423534,4.34288606,788570.4342,2042097.736,ESTIMHAB,0.115,9960,J747,0.047,0.636,3.46,5.43,0.18,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Batalon_1,Batalon,0.195147882,0.131471252,0.09,28,28.7,0.080611086,0.518897434,18.96791113,1.001332952,4.587927259,788003.2209,2045565.06,ESTIMHAB,0.06,9798,J781,0.037,0.33,3.06,4.69,0.15,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Valencize_1,Velencize,0.079960364,0.141651612,0.15,40,23.8,0.059752842,0.663020962,19.75329,1,4.221148155,786434.0969,2048734.072,ESTIMHAB,0.09,9690,J821,0.143,0.495,4.79,5.29,0.26,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Tery_2,Tery,0.0870104,0.258972661,0.04,32,24.5,0.195142278,0.238087807,22.62700216,1,4.048537343,779539.3602,2037764.95,ESTIMHAB,0.16,10152,,0.061,0.136,3.46,3.71,0.13,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Bancel_1,Bancel,0.093643723,0.216398529,0.04,72,5.5,0.141566024,0.131201925,14.32598867,2.756397462,2.160809751,795529.5086,2029591.237,ESTIMHAB,0.326,10482,,0.077,0.276,3.78,4.26,0.22,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Rival_1,Rival (Raille),0.071244953,0.108715907,0.03,38,11.4,0.322574087,0.182674209,28.70682986,2.794831739,1.809477316,835765.8611,2040827.589,ESTIMHAB,0.317,9977,J707,0.106,0.515,4.53,5.07,0.16,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Oron_1,Oron,0.048959583,0.380528555,0.04,528,3.8,0.503870034,0.092355411,17.63624021,2.58820691,1.298842403,809895.5161,2038814.949,ESTIMHAB,3.436,10032,J636,0.563,1.012,6.18,6.36,0.24,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Eydoches_1,Eydoches,0.497673005,0.171267641,0.02,109,8,0.641401196,0.07738236,7.050351035,2.303838887,1.297271764,824353.22,2049067.926,ESTIMHAB,0.481,9635,J806,0.002,0.028,0.32,1.19,0.07,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Sasse_1,Sasse,0.70479679,0.474308778,0.113,67,23.8,0.670913994,0.830733503,40.86527891,1.49591736,3.001139341,903078.2952,1932714.948,ESTIMHAB,0.586,14762,F2399,0.14,0.289,3,5,0.078,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Sasse_3,Sasse,0.446700935,0.335563519,0.126,234,0,0.661959006,0.763337944,80.47612587,1.474455386,2.89635631,894953.2196,1928464.949,ESTIMHAB,1.847,15002,F2277,0.237,0.464,8,10.8,0.087,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
Sasse_4,Sasse,0.395757674,0.297040868,0.078,295,9.3,0.535414198,0.412749026,83.50525167,1.42498739,2.913738705,892009.8205,1925064.95,ESTIMHAB,2.174,15204,F2147,0.012,0.184,3.7,10.9,0.04,0.09,NA,NA,NA,0.074117016,NA,NA,NA,NA,NA,0.074117016,1117.973271,1,0
Sasse_5,Sasse,0.555838013,0.243694284,0.153,295,9.3,0.482705003,0.752394738,77.11325451,1.42498739,2.913738705,889853.2203,1923914.948,ESTIMHAB,2.174,15204,F2147,0.577,1.02,10.2,14,0.141,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
Sasse_6,Sasse,0.331908639,0.638297781,0.074,332,12.8,0.397972871,0.274582105,50.42682793,1.385001812,2.916771156,886860.1594,1923171.888,ESTIMHAB,2.37,15322,F2123,0.511,1.033,9.5,12,0.134,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
Vallon_1,Grand Vallon,0.314077444,0.643828645,0.034,63,16.1,0.438876112,0.207772255,24.51252265,1.58379967,2.81202947,894703.2202,1933414.824,ESTIMHAB,0.365,14768,,0.01,0.026,2,2.7,0.04,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Agly_1,Agly,0.052378611,0.179088783,0.053848566,49,9,0.051250893,0.148222218,19.89049928,3.078181432,4.161886552,611796.3852,1758821.785,ESTIMHAB,0.254,24207,,0.295,1.7,7.39,8.1,0.38,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Agly_2,Agly,0.13299293,0.339186532,0.163757969,229,5,0.101515095,0.347259064,26.91772323,2.831462293,4.698409708,614795.0946,1751756.823,ESTIMHAB,1.307,24386,I1915,0.29,2.35,10.13,13.38,0.3,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Agly_3,Agly,0.101337774,0.426000963,0.13973155,456,5.3,0.147061127,0.295121939,28.12099213,1.961764684,4.78174746,625188.9317,1751314.95,ESTIMHAB,1.998,24451,I1896,1.45,2.81,12.69,13.57,0.43,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1042,ruisseau le brevon,0.174675069,0.514477622,0.043246364,95,4.5,0.090778314,0.085789041,11.7935429,3.999230218,4.999787646,773616.22,2306840.53,CARHYCE,0.605,318040,,0.7361,1.2149,6.122457198,6.682449747,0.534695652,0.691924795,0.9,7.072596051,7.072596051,0.885597191,50,2.809307769,13.11747846,2,0.179332361,0.885597191,14339.80942,0,NA
1043,Le Theverot,0.137031047,0.209832632,0.183959091,9,29.7,0.234125707,1.190644131,21.94548296,3.802647059,4.802941176,918121.0653,2228882.794,CARHYCE,0.151,3452,,0.0107,0.1306,2.354761905,3.31771727,0.087499999,0.147912088,22.7,6.335737571,6.335737571,0.57313711,80,1.922763621,125.3689599,4,0.080390667,0.57313711,5475.475382,0,NA
1044,ruisseau des goths,0.134317576,0.316470679,0.059217727,11,47.7,0.181413766,0.318345882,12.26442953,1,5,718848.5172,2261271.267,CARHYCE,0.104,319273,,0.1994,0.425,2.515119935,2.784223029,0.226190477,0.287400001,30,3.642132223,3.642132223,0.665755496,63.33333333,2.036353093,66.84544484,2,0.091166906,0.665755496,2210.144545,0,NA
1045,le Mechet,0.155911071,0.246396046,0.070280909,28,10.8,0.213430669,0.323199517,18.04569605,1.075468267,4.849063466,732875.071,2217814.741,CARHYCE,0.266,219506,,0.1351,0.779,3.545301036,4.658896495,0.177410714,0.273185841,10.6,8.718032335,8.718032335,0.527272653,73.33333333,1.374995027,43.29994267,1,0.158475787,0.527272653,4026.588812,0,NA
